Issue key,Issue id,Status,Reporter,Created_x,Due Date,Resolved,Customer,Type of Request,time_on_codebusters,time_outside_codebusters,comminicate_created
CI-7378,411967,Closed,yutaka,2022-09-02 09:10:00,12/Sep/22 12:00 AM,2022-09-07 07:33:00,dm-drogerie markt,Service Request (SR),15.0,7088.0,2022-09-02 09:25:00
CI-7382,412678,Closed,yutaka,2022-09-07 07:34:00,12/Sep/22 12:00 AM,2022-09-07 13:04:00,dm-drogerie markt,Service Request (SR),6.0,324.0,2022-09-07 07:40:00
CI-7139,403512,Closed,nsanchez,2022-07-19 11:47:00,28/Jul/22 12:00 AM,2022-09-07 14:52:00,Bentley,Service Request (SR),47563.0,24622.0,2022-09-02 12:01:00
CI-7220,407082,Closed,ssanz,2022-08-08 11:43:00,15/Aug/22 12:00 AM,2022-09-08 14:23:00,Allianz,Service Request (SR),14629.0,21588.0,2022-09-06 09:00:00
CI-7302,409785,Closed,ssanz,2022-08-23 10:54:00,30/Aug/22 12:00 AM,2022-09-08 14:24:00,Allianz,Incident Request (IR),8708.000000000002,14542.0,2022-09-02 11:49:00
CI-7177,405111,Closed,nsanchez,2022-07-27 14:21:00,11/Aug/22 12:00 AM,2022-09-09 11:00:00,Holtzbrink,Service Request (SR),34695.00000000001,28464.0,2022-08-23 09:12:00
CI-7274,409261,Closed,yutaka,2022-08-19 04:49:00,26/Aug/22 12:00 AM,2022-09-12 05:36:00,Hugo Boss,Service Request (SR),5957.0,28650.0,2022-08-23 14:49:00
CI-7372,411710,Closed,yutaka,2022-09-01 11:36:00,06/Sep/22 12:00 AM,2022-09-12 05:38:00,Porsche,Service Request (SR),8917.0,6564.0,2022-09-06 14:53:00
CI-7327,410172,Closed,yutaka,2022-08-25 02:29:00,31/Aug/22 12:00 AM,2022-09-12 05:38:00,Endress Hauser,Service Request (SR),16405.000000000004,6713.0,2022-09-07 15:17:00
CI-7368,411423,Closed,yutaka,2022-08-31 10:59:00,06/Sep/22 12:00 AM,2022-09-12 08:43:00,Amadeus,Service Request (SR),9910.0,5906.0,2022-09-09 13:32:00
CI-7385,412758,Closed,fkazmierczak,2022-09-07 11:46:00,09/Sep/22 12:00 AM,2022-09-12 09:25:00,TUI AG,Service Request (SR),7059.0,0.0,2022-09-12 09:25:00
CI-7389,413320,Closed,yutaka,2022-09-09 10:51:00,13/Sep/22 12:00 AM,2022-09-13 01:49:00,Endress Hauser,Service Request (SR),4462.0,756.0,2022-09-12 13:13:00
CI-7394,413784,Closed,ssanz,2022-09-12 13:43:00,16/Sep/22 12:00 AM,2022-09-13 12:23:00,TUI AG,Service Request (SR),1711.0,161.0,2022-09-13 11:26:00
CI-7376,411808,Closed,nsanchez,2022-09-01 14:22:00,02/Sep/22 12:00 AM,2022-09-13 12:23:00,TUI AG,Service Request (SR),8751.0,8410.000000000002,2022-09-13 11:27:00
CI-7332,410392,Closed,aruizrobles,2022-08-25 13:12:00,01/Sep/22 12:00 AM,2022-09-13 13:10:00,TM Con,Service Request (SR),13139.0,11640.0,2022-09-05 13:30:00
CI-7101,402477,Closed,yutaka,2022-07-13 09:02:00,27/Jul/22 12:00 AM,2022-09-14 03:54:00,Endress Hauser,Incident Request (IR),36063.0,54349.0,2022-09-02 09:43:00
CI-7383,412693,Closed,yutaka,2022-09-07 08:28:00,09/Sep/22 12:00 AM,2022-09-15 10:22:00,VW,Service Request (SR),10.0,11624.0,2022-09-07 08:38:00
CI-7231,407895,Closed,ssanz,2022-08-11 10:02:00,18/Aug/22 12:00 AM,2022-09-15 11:18:00,Rheinmetall,Service Request (SR),11066.0,39410.0,2022-09-13 12:01:00
CI-7173,404928,Closed,ssanz,2022-07-26 14:10:00,12/Aug/22 12:00 AM,2022-09-15 11:20:00,Allianz,Service Request (SR),24453.0,48817.0,2022-09-13 14:55:00
CI-7422,415482,Closed,devries,2022-09-19 09:58:00,19/Sep/22 12:00 AM,2022-09-19 10:01:00,vegas,Service Request (SR),3.0,0.0,2022-09-19 10:01:00
CI-7354,410852,Closed,aruizrobles,2022-08-29 11:51:00,16/Sep/22 12:00 AM,2022-09-19 13:19:00,Customer not yet listed,Service Request (SR),22123.0,6261.0,2022-09-09 09:53:00
CI-7363,411080,Closed,aruizrobles,2022-08-30 10:35:00,06/Sep/22 12:00 AM,2022-09-19 13:20:00,Numiga,Service Request (SR),9882.0,17482.0,2022-09-16 15:59:00
CI-7183,405434,Closed,bonnavion,2022-07-28 15:58:00,16/Aug/22 12:00 AM,2022-09-19 16:35:00,TM Con,Service Request (SR),31294.000000000004,45063.0,2022-08-19 09:32:00
CI-7381,412604,Closed,nsanchez,2022-09-06 14:38:00,19/Sep/22 12:00 AM,2022-09-19 17:00:00,Numiga,Service Request (SR),9883.0,8979.0,2022-09-13 12:32:00
CI-7391,413392,Closed,yutaka,2022-09-09 13:30:00,16/Sep/22 12:00 AM,2022-09-20 08:57:00,VW,Service Request (SR),3919.0000000000005,11648.0,2022-09-12 06:49:00
CI-7396,413889,Closed,yutaka,2022-09-13 01:54:00,15/Sep/22 12:00 AM,2022-09-20 09:58:00,Endress Hauser,Incident Request (IR),10548.0,16.000000000000004,2022-09-20 09:42:00
CI-7426,415818,Closed,yutaka,2022-09-20 02:07:00,22/Sep/22 12:00 AM,2022-09-20 12:15:00,Grupo Red Electrica,Service Request (SR),442.0,166.0,2022-09-20 09:30:00
CI-7307,409973,Closed,ssanz,2022-08-24 09:37:00,31/Aug/22 12:00 AM,2022-09-20 16:03:00,Allianz,Service Request (SR),677.0,38589.0,2022-09-20 16:03:00
CI-7429,415891,Closed,yutaka,2022-09-20 08:46:00,23/Sep/22 12:00 AM,2022-09-22 04:05:00,Eberspacher,Service Request (SR),200.0,2399.0,2022-09-20 12:06:00
CI-7403,414192,Closed,yutaka,2022-09-14 05:16:00,19/Sep/22 12:00 AM,2022-09-22 04:06:00,Enercon,Service Request (SR),8315.000000000002,3135.0,2022-09-20 12:12:00
CI-7222,407295,Closed,yutaka,2022-08-09 03:49:00,12/Aug/22 12:00 AM,2022-09-22 04:09:00,Amadeus,Incident Request (IR),55294.0,8086.000000000001,2022-09-16 13:23:00
CI-7415,414517,Closed,aruizrobles,2022-09-15 10:03:00,22/Sep/22 12:00 AM,2022-09-22 17:52:00,Numiga,Service Request (SR),10159.0,390.0,2022-09-22 11:22:00
CI-7408,414387,Closed,aruizrobles,2022-09-14 17:44:00,20/Sep/22 12:00 AM,2022-09-23 09:19:00,Numiga,Service Request (SR),12129.0,326.0,2022-09-23 09:02:00
CI-7331,410390,Closed,aruizrobles,2022-08-25 13:07:00,01/Sep/22 12:00 AM,2022-09-23 09:19:00,TM Con,Service Request (SR),26690.0,14842.0,2022-09-23 09:03:00
CI-7405,414222,Closed,yutaka,2022-09-14 08:53:00,21/Sep/22 12:00 AM,2022-09-26 01:15:00,Enercon,Service Request (SR),10458.0,6364.0,2022-09-22 11:34:00
CI-7423,415783,Closed,aruizrobles,2022-09-19 16:21:00,26/Sep/22 12:00 AM,2022-09-26 09:33:00,Numiga,Service Request (SR),9293.0,379.0,2022-09-26 09:24:00
CI-7364,411179,Closed,nsanchez,2022-08-30 13:12:00,08/Sep/22 12:00 AM,2022-09-26 13:06:00,EnBW,Incident Request (IR),32953.00000000001,5921.0,2022-09-22 11:21:00
CI-6727,385117,Closed,aklabisz,2022-04-14 14:06:00,21/Apr/22 12:00 AM,2022-09-26 15:44:00,Rheinmetall,Service Request (SR),48953.0,194352.0,2022-05-18 16:25:00
CI-6923,393749,Closed,aklabisz,2022-05-25 11:19:00,31/May/22 12:00 AM,2022-09-26 15:50:00,Rhenus,Service Request (SR),27182.0,151649.0,2022-06-13 08:21:00
CI-7359,410932,Closed,hilbich,2022-08-29 15:57:00,05/Sep/22 12:00 AM,2022-09-27 08:19:00,Endress Hauser,Incident Request (IR),24164.0,17138.000000000004,2022-09-15 10:41:00
CI-7434,416181,Closed,yutaka,2022-09-21 01:20:00,28/Sep/22 12:00 AM,2022-09-27 11:07:00,Spiegel,Service Request (SR),2054.0000000000005,7173.0,2022-09-22 11:34:00
CI-7390,413326,Closed,yutaka,2022-09-09 11:06:00,16/Sep/22 12:00 AM,2022-09-27 11:14:00,Rhenus,Service Request (SR),23909.0,2019.0000000000002,2022-09-26 10:10:00
CI-7398,413930,Closed,yutaka,2022-09-13 08:44:00,19/Sep/22 12:00 AM,2022-09-27 12:25:00,Enercon,Service Request (SR),9051.0,11330.0,2022-09-19 15:35:00
CI-7162,404450,Closed,nsanchez,2022-07-22 10:41:00,10/Aug/22 12:00 AM,2022-09-28 11:35:00,msg systems,Service Request (SR),35838.0,20200.0,2022-09-28 11:34:00
CI-7081,401048,Closed,tsteinhaeuser,2022-07-05 16:53:00,12/Jul/22 12:00 AM,2022-09-29 15:35:00,Expense Development,Incident Request (IR),11353.0,112409.0,2022-07-13 14:06:00
CI-7379,411989,Closed,nsanchez,2022-09-02 09:29:00,28/Sep/22 12:00 AM,2022-09-29 16:01:00,Porsche,Service Request (SR),39232.0,40.0,2022-09-29 15:54:00
CI-7300,409671,Closed,ssanz,2022-08-22 13:37:00,29/Aug/22 12:00 AM,2022-09-29 16:04:00,MAN,Service Request (SR),42772.0,12095.0,2022-09-28 17:09:00
CI-7242,408486,Closed,nsanchez,2022-08-16 10:29:00,29/Aug/22 12:00 AM,2022-09-30 09:39:00,Porsche,Service Request (SR),61744.0,1568.0,2022-09-30 09:17:00
CI-7457,416855,Closed,aruizrobles,2022-09-23 14:50:00,30/Sep/22 12:00 AM,2022-09-30 09:50:00,Numiga,Service Request (SR),9566.0,214.0,2022-09-30 08:54:00
CI-7397,413899,Closed,yutaka,2022-09-13 06:08:00,16/Sep/22 12:00 AM,2022-10-03 01:57:00,Universal Investment,Incident Request (IR),1395.0,27154.0,2022-09-14 16:30:00
CI-7471,417754,Closed,nsanchez,2022-09-29 08:39:00,01/Oct/22 12:00 AM,2022-10-03 12:31:00,Daimler (MFTBC),Service Request (SR),5869.0,123.00000000000001,2022-10-03 10:45:00
CI-7472,417808,Closed,ssanz,2022-09-29 11:00:00,06/Oct/22 12:00 AM,2022-10-03 12:53:00,Allianz,Incident Request (IR),286.0,5587.0,2022-09-29 15:46:00
CI-7395,413842,Closed,ssanz,2022-09-12 16:16:00,19/Sep/22 12:00 AM,2022-10-03 13:20:00,Egis,Incident Request (IR),15379.0,14685.0,2022-09-27 08:13:00
CI-7466,417455,Closed,nsanchez,2022-09-28 08:11:00,03/Oct/22 12:00 AM,2022-10-03 14:18:00,Porsche,Service Request (SR),7461.0,106.0,2022-10-03 12:58:00
CI-7440,416504,Closed,skarja,2022-09-22 01:15:00,29/Sep/22 12:00 AM,2022-10-05 01:03:00,Porsche,Service Request (SR),7876.000000000001,10832.0,2022-09-27 12:31:00
CI-7371,411585,Closed,yutaka,2022-09-01 04:22:00,09/Sep/22 12:00 AM,2022-10-05 02:35:00,Ineos,Service Request (SR),7749.0,41104.0,2022-09-07 16:02:00
CI-7435,416184,Closed,yutaka,2022-09-21 02:12:00,28/Sep/22 12:00 AM,2022-10-05 02:36:00,Porsche,Service Request (SR),10558.0,9626.0,2022-09-28 12:13:00
CI-7299,409667,Closed,fkazmierczak,2022-08-22 13:11:00,22/Sep/22 12:00 AM,2022-10-05 11:46:00,TUI AG,Service Request (SR),63275.00000000001,0.0,2022-10-05 11:46:00
CI-7462,417367,Closed,nsanchez,2022-09-27 14:48:00,06/Oct/22 12:00 AM,2022-10-05 11:53:00,Vaillant,Incident Request (IR),2538.0,8807.0,2022-09-29 11:50:00
CI-7418,414935,Closed,yutaka,2022-09-16 04:40:00,21/Sep/22 12:00 AM,2022-10-06 04:19:00,VW,Service Request (SR),6206.0,22573.0,2022-09-20 12:07:00
CI-7309,410021,Closed,ssanz,2022-08-24 12:37:00,31/Aug/22 12:00 AM,2022-10-06 09:58:00,Allianz,Incident Request (IR),22277.0,39484.0,2022-10-06 08:30:00
CI-7476,417935,Closed,ssanz,2022-09-29 16:35:00,06/Oct/22 12:00 AM,2022-10-06 10:12:00,Allianz,Service Request (SR),1171.0,8526.000000000002,2022-10-04 17:26:00
CI-7487,418374,Closed,ssanz,2022-10-03 14:29:00,10/Oct/22 12:00 AM,2022-10-06 10:12:00,Allianz,Service Request (SR),1630.0,2433.0,2022-10-04 17:43:00
CI-7482,418023,Closed,ssanz,2022-09-30 09:29:00,07/Oct/22 12:00 AM,2022-10-06 10:12:00,Allianz,Service Request (SR),3038.0,5645.0,2022-10-06 08:29:00
CI-7509,419136,Closed,nsanchez,2022-10-06 11:43:00,06/Oct/22 12:00 AM,2022-10-06 15:15:00,OBB,Service Request (SR),181.0,31.000000000000004,2022-10-06 14:44:00
CI-7473,417858,Closed,nsanchez,2022-09-29 12:42:00,06/Oct/22 12:00 AM,2022-10-06 16:27:00,Traton SE,Incident Request (IR),10294.0,11.0,2022-10-06 16:19:00
CI-7417,414890,Closed,aruizrobles,2022-09-15 17:56:00,23/Sep/22 12:00 AM,2022-10-07 09:02:00,Numiga,Service Request (SR),21719.0,9427.0,2022-10-06 08:31:00
CI-7505,418923,Closed,ilalov,2022-10-05 14:29:00,06/Oct/22 12:00 AM,2022-10-07 14:21:00,Allianz,Service Request (SR),2860.0,12.0,2022-10-07 14:09:00
CI-7488,418453,Closed,yutaka,2022-10-04 02:48:00,11/Oct/22 12:00 AM,2022-10-11 03:21:00,Amadeus,Service Request (SR),2837.0,7276.0,2022-10-06 02:06:00
CI-7438,416342,Closed,yutaka,2022-09-21 12:10:00,30/Sep/22 12:00 AM,2022-10-11 03:23:00,Spiegel,Service Request (SR),16299.000000000002,11974.0,2022-10-06 08:26:00
CI-7377,411922,Closed,yutaka,2022-09-02 04:24:00,09/Sep/22 12:00 AM,2022-10-11 03:24:00,Ineos,Service Request (SR),19780.0,36320.0,2022-09-20 09:17:00
CI-7402,414188,Closed,skarja,2022-09-14 02:38:00,21/Sep/22 12:00 AM,2022-10-11 08:48:00,TeamBank AG,Service Request (SR),17102.000000000004,22148.0,2022-10-11 08:48:00
CI-7461,417196,Closed,hilbich,2022-09-27 08:34:00,04/Oct/22 12:00 AM,2022-10-11 09:37:00,Burda,Incident Request (IR),4902.0,9780.0,2022-09-28 16:31:00
CI-7479,417958,Closed,aruizrobles,2022-09-29 18:09:00,06/Oct/22 12:00 AM,2022-10-11 17:44:00,Inetum,Service Request (SR),16948.000000000004,307.0,2022-10-11 12:37:00
CI-7528,420153,Closed,yutaka,2022-10-11 02:39:00,14/Oct/22 12:00 AM,2022-10-12 11:51:00,Init AG,Service Request (SR),1521.0,471.0,2022-10-12 04:00:00
CI-7485,418250,Closed,yutaka,2022-10-03 02:53:00,06/Oct/22 12:00 AM,2022-10-12 11:53:00,Hugo Boss,Service Request (SR),4472.0,9028.0,2022-10-05 16:15:00
CI-7301,409742,Closed,yutaka,2022-08-23 03:18:00,05/Oct/22 12:00 AM,2022-10-12 11:54:00,Hugo Boss,Service Request (SR),58387.0,13460.0,2022-09-16 14:01:00
CI-7436,416290,Closed,yutaka,2022-09-21 10:53:00,30/Sep/22 12:00 AM,2022-10-12 12:55:00,Lufthansa City Center,Service Request (SR),11744.0,18618.0,2022-09-29 14:37:00
CI-7404,414194,Closed,yutaka,2022-09-14 06:53:00,21/Sep/22 12:00 AM,2022-10-12 12:57:00,Amadeus,Service Request (SR),14870.0,25814.0,2022-09-27 08:13:00
CI-7497,418799,Closed,aruizrobles,2022-10-05 09:34:00,12/Oct/22 12:00 AM,2022-10-13 09:43:00,Numiga,Service Request (SR),10286.0,1243.0,2022-10-12 13:00:00
CI-7431,415986,Closed,yutaka,2022-09-20 11:43:00,27/Sep/22 12:00 AM,2022-10-13 09:50:00,Grupo Red Electrica,Service Request (SR),15223.0,17784.0,2022-10-12 11:28:00
CI-7328,410178,Closed,shimizu,2022-08-25 05:25:00,10/Sep/22 12:00 AM,2022-10-13 09:54:00,Product Management,Service Request (SR),57308.0,13521.0,2022-09-13 12:13:00
CI-7380,412555,Closed,nsanchez,2022-09-06 09:50:00,13/Sep/22 12:00 AM,2022-10-13 10:22:00,Fiege,Incident Request (IR),14498.0,38814.0,2022-10-13 10:22:00
CI-7469,417657,Closed,nsanchez,2022-09-28 13:55:00,06/Oct/22 12:00 AM,2022-10-13 10:26:00,EnBW,Incident Request (IR),12936.0,8455.000000000002,2022-10-07 15:20:00
CI-7420,415068,Closed,yutaka,2022-09-16 10:20:00,22/Sep/22 12:00 AM,2022-10-13 10:32:00,Endress Hauser,Incident Request (IR),24520.0,14372.0,2022-10-03 11:00:00
CI-7491,418563,Closed,ssanz,2022-10-04 12:20:00,11/Oct/22 12:00 AM,2022-10-13 11:47:00,Hugo Boss,Incident Request (IR),10097.0,2830.0,2022-10-11 12:37:00
CI-7534,420348,Closed,ssanz,2022-10-11 11:13:00,18/Oct/22 12:00 AM,2022-10-13 11:52:00,Allianz,Incident Request (IR),1668.0,1251.0,2022-10-12 15:03:00
CI-7532,420296,Closed,ssanz,2022-10-11 10:24:00,18/Oct/22 12:00 AM,2022-10-13 11:59:00,Allianz,Service Request (SR),2975.0,0.0,2022-10-13 11:59:00
CI-7464,417420,Closed,bonnavion,2022-09-27 16:22:00,04/Oct/22 12:00 AM,2022-10-13 16:26:00,TM Con,Service Request (SR),16717.000000000004,6327.0,2022-10-12 12:59:00
CI-7470,417730,Closed,aruizrobles,2022-09-28 17:53:00,14/Oct/22 12:00 AM,2022-10-13 18:08:00,ProcurX,Service Request (SR),6820.0,14795.0,2022-10-06 08:29:00
CI-7514,419635,Closed,salajan,2022-10-07 14:29:00,07/Oct/22 12:00 AM,2022-10-14 14:40:00,i:FAO,Service Request (SR),10091.0,0.0,2022-10-14 14:40:00
CI-7493,418711,Closed,aruizrobles,2022-10-04 17:31:00,11/Oct/22 12:00 AM,2022-10-14 15:07:00,Inetum,Service Request (SR),12487.0,1769.0,2022-10-14 13:32:00
CI-7480,418004,Closed,nsanchez,2022-09-30 08:59:00,07/Oct/22 12:00 AM,2022-10-17 12:59:00,Continental,Service Request (SR),14817.0,9903.0,2022-10-17 12:50:00
CI-7510,419388,Closed,achattopadhyay,2022-10-06 17:30:00,10/Oct/22 12:00 AM,2022-10-17 14:14:00,Heidelberg Cement,Service Request (SR),9795.0,5849.0,2022-10-13 16:27:00
CI-7515,419648,Closed,aruizrobles,2022-10-07 14:50:00,14/Oct/22 12:00 AM,2022-10-18 09:57:00,Numiga,Service Request (SR),12314.0,3233.0,2022-10-18 09:01:00
CI-7483,418062,Closed,nsanchez,2022-09-30 10:46:00,11/Oct/22 12:00 AM,2022-10-18 14:15:00,Grupo Red Electrica,Service Request (SR),16565.000000000004,9564.0,2022-10-18 12:51:00
CI-7503,418915,Closed,aruizrobles,2022-10-05 13:44:00,12/Oct/22 12:00 AM,2022-10-18 16:29:00,Fiege,Service Request (SR),18861.0,24.0,2022-10-18 16:15:00
CI-7555,421205,Closed,yutaka,2022-10-14 03:44:00,21/Oct/22 12:00 AM,2022-10-19 02:50:00,Amadeus,Service Request (SR),35.0,7111.0,2022-10-14 04:19:00
CI-7548,420783,Closed,yutaka,2022-10-12 12:37:00,14/Oct/22 12:00 AM,2022-10-19 02:52:00,Amadeus,Service Request (SR),8417.000000000002,1078.0000000000002,2022-10-18 09:00:00
CI-7218,406933,Closed,skarja,2022-08-05 16:33:00,12/Aug/22 12:00 AM,2022-10-19 11:19:00,Rheinmetall,Service Request (SR),29105.0,78581.0,2022-10-17 09:43:00
CI-7512,419601,Closed,aruizrobles,2022-10-07 14:00:00,14/Oct/22 12:00 AM,2022-10-19 12:04:00,Numiga,Service Request (SR),16845.000000000004,319.0,2022-10-19 10:17:00
CI-7533,420340,Closed,hilbich,2022-10-11 11:06:00,18/Oct/22 12:00 AM,2022-10-19 12:48:00,Expense Development,Service Request (SR),11612.0,10.0,2022-10-19 12:38:00
CI-7554,421186,Closed,aruizrobles,2022-10-13 18:19:00,18/Oct/22 12:00 AM,2022-10-19 13:30:00,ProcurX,Service Request (SR),6306.0,2045.0000000000002,2022-10-19 09:47:00
CI-7225,407494,Closed,aruizrobles,2022-08-09 13:24:00,16/Aug/22 12:00 AM,2022-10-19 13:31:00,ProcurX,Service Request (SR),45111.0,57136.0,2022-09-30 08:54:00
CI-7536,420464,Closed,mstaszek,2022-10-11 14:19:00,14/Oct/22 12:00 AM,2022-10-19 15:42:00,Customer not yet listed,Incident Request (IR),10202.0,0.0,2022-10-14 15:47:00
CI-7474,417868,Closed,ssanz,2022-09-29 13:15:00,06/Oct/22 12:00 AM,2022-10-19 17:45:00,Numiga,Incident Request (IR),7099.0,21971.0,2022-10-17 12:50:00
CI-6945,394771,Closed,aklabisz,2022-05-31 12:50:00,02/Jun/22 12:00 AM,2022-10-21 09:07:00,Egis,Service Request (SR),164915.0,38646.0,2022-10-21 09:07:00
CI-7541,420559,Closed,ssanz,2022-10-11 16:55:00,18/Oct/22 12:00 AM,2022-10-21 13:03:00,DER,Service Request (SR),5492.0,8676.000000000002,2022-10-18 16:16:00
CI-7540,420541,Closed,ssanz,2022-10-11 16:14:00,18/Oct/22 12:00 AM,2022-10-21 13:03:00,DER,Service Request (SR),8516.000000000002,5693.0,2022-10-17 14:10:00
CI-7477,417939,Closed,bonnavion,2022-09-29 16:43:00,07/Oct/22 12:00 AM,2022-10-21 13:32:00,TM Con,Service Request (SR),23899.0,7590.0,2022-10-17 12:44:00
CI-7433,416111,Closed,salajan,2022-09-20 15:31:00,30/Sep/22 12:00 AM,2022-10-21 15:59:00,i:FAO,Service Request (SR),44668.0,0.0,2022-10-21 15:59:00
CI-7580,422128,Closed,nsanchez,2022-10-19 12:29:00,19/Oct/22 12:00 AM,2022-10-24 08:35:00,Grupo Red Electrica,Incident Request (IR),2975.0,3991.0000000000005,2022-10-21 14:29:00
CI-7498,418880,Closed,aruizrobles,2022-10-05 12:39:00,12/Oct/22 12:00 AM,2022-10-24 09:35:00,Numiga,Service Request (SR),27171.0,5.0,2022-10-24 09:30:00
CI-7569,421795,Closed,aruizrobles,2022-10-18 09:28:00,25/Oct/22 12:00 AM,2022-10-24 17:25:00,Amadeus Pre Sales Demos,Service Request (SR),9058.0,59.0,2022-10-24 16:26:00
CI-7290,409481,Closed,mkuchciak,2022-08-19 16:35:00,14/Oct/22 12:00 AM,2022-10-25 10:16:00,Customer not yet listed,Service Request (SR),96101.0,0.0,2022-10-25 10:16:00
CI-7293,409487,Closed,mkuchciak,2022-08-19 16:51:00,14/Oct/22 12:00 AM,2022-10-25 10:19:00,Customer not yet listed,Service Request (SR),96088.0,0.0,2022-10-25 10:19:00
CI-7325,410078,Closed,mkuchciak,2022-08-24 14:24:00,14/Oct/22 12:00 AM,2022-10-25 11:26:00,Customer not yet listed,Service Request (SR),89027.0,75.0,2022-10-25 10:11:00
CI-7387,413125,Closed,nsanchez,2022-09-08 14:31:00,10/Oct/22 12:00 AM,2022-10-26 08:41:00,msg systems,Service Request (SR),59591.0,1942.0,2022-10-19 08:21:00
CI-7581,422139,Closed,nsanchez,2022-10-19 12:43:00,31/Oct/22 12:00 AM,2022-10-26 09:37:00,VW,Service Request (SR),9825.0,69.0,2022-10-26 08:48:00
CI-6789,388122,Closed,ngraf,2022-05-03 21:11:00,10/May/22 12:00 AM,2022-10-26 11:42:00,Nedschroef,Service Request (SR),205329.0,47542.0,2022-10-20 17:08:00
CI-7589,422945,Closed,ssanz,2022-10-24 13:53:00,31/Oct/22 12:00 AM,2022-10-26 12:38:00,Traton SE,Incident Request (IR),1632.0,1173.0,2022-10-26 12:38:00
CI-7557,421217,Closed,yutaka,2022-10-14 07:15:00,21/Oct/22 12:00 AM,2022-10-27 08:39:00,msg systems,Service Request (SR),14797.0,4007.0000000000005,2022-10-24 13:57:00
CI-7542,420589,Closed,yutaka,2022-10-12 00:30:00,19/Oct/22 12:00 AM,2022-10-27 08:41:00,Init AG,Service Request (SR),3584.0,18507.0,2022-10-14 12:14:00
CI-7530,420167,Closed,yutaka,2022-10-11 03:59:00,18/Oct/22 12:00 AM,2022-10-27 08:42:00,Amadeus,Service Request (SR),9117.0,14206.0,2022-10-17 11:56:00
CI-7529,420157,Closed,yutaka,2022-10-11 03:00:00,14/Oct/22 12:00 AM,2022-10-27 08:43:00,ArcelorMittal,Service Request (SR),10.0,23373.0,2022-10-11 03:10:00
CI-7079,400825,Closed,yutaka,2022-07-05 04:52:00,08/Jul/22 12:00 AM,2022-10-27 08:47:00,Amadeus,Service Request (SR),164394.0,1.0000000000000002,2022-10-27 08:47:00
CI-7005,397380,Closed,yutaka,2022-06-15 09:48:00,17/Jun/22 12:00 AM,2022-10-27 08:48:00,MAN,Service Request (SR),192900.0,0.0,2022-10-27 08:48:00
CI-7595,423198,Closed,achattopadhyay,2022-10-25 11:40:00,27/Oct/22 12:00 AM,2022-10-27 11:55:00,Holtzbrink,Service Request (SR),1429.0,1466.0,2022-10-26 11:29:00
CI-7608,423808,Closed,nsanchez,2022-10-27 11:43:00,03/Nov/22 12:00 AM,2022-10-28 11:04:00,Enercon,Service Request (SR),1373.0,28.0,2022-10-28 10:37:00
CI-7543,420591,Closed,yutaka,2022-10-12 02:19:00,19/Oct/22 12:00 AM,2022-10-31 10:49:00,Apleona,Service Request (SR),9041.0,18829.0,2022-10-18 09:00:00
CI-7601,423397,Closed,nsanchez,2022-10-26 08:22:00,01/Nov/22 12:00 AM,2022-10-31 12:47:00,Daimler (MFTBC),Service Request (SR),417.0,7048.0,2022-10-26 15:39:00
CI-7432,416064,Closed,hilbich,2022-09-20 14:31:00,30/Sep/22 12:00 AM,2022-11-01 12:46:00,Expense Development,Service Request (SR),50014.0,10361.0,2022-09-30 11:58:00
CI-7590,423052,Closed,aruizrobles,2022-10-24 16:44:00,31/Oct/22 12:00 AM,2022-11-02 11:06:00,Numiga,Service Request (SR),2276.0,10346.0,2022-11-02 10:44:00
CI-7441,416524,Closed,fkazmierczak,2022-09-22 09:09:00,07/Oct/22 12:00 AM,2022-11-02 11:18:00,Allianz,Service Request (SR),59168.0,1.0000000000000002,2022-11-02 11:18:00
CI-7611,423833,Closed,nsanchez,2022-10-27 13:25:00,07/Nov/22 12:00 AM,2022-11-02 11:20:00,VW,Service Request (SR),8493.000000000002,22.0,2022-11-02 11:10:00
CI-7501,418909,Closed,hilbich,2022-10-05 13:34:00,19/Oct/22 12:00 AM,2022-11-03 08:35:00,Expense Development,Service Request (SR),32860.00000000001,8601.000000000002,2022-10-28 09:14:00
CI-7606,423633,Closed,aruizrobles,2022-10-26 17:57:00,02/Nov/22 12:00 AM,2022-11-03 09:06:00,Numiga,Service Request (SR),3414.0,7575.0,2022-11-03 07:12:00
CI-7437,416334,Closed,gmalarski,2022-09-21 12:05:00,07/Oct/22 12:00 AM,2022-11-03 11:57:00,Customer not yet listed,Service Request (SR),8739.0,53173.0,2022-09-27 13:44:00
CI-7583,422242,Closed,aruizrobles,2022-10-19 17:52:00,26/Oct/22 12:00 AM,2022-11-03 14:19:00,Numiga,Service Request (SR),15230.0,6157.0,2022-11-03 13:32:00
CI-7561,421311,Closed,tsteinhaeuser,2022-10-14 11:31:00,21/Oct/22 12:00 AM,2022-11-03 14:56:00,Expense Development,Incident Request (IR),15684.000000000002,13321.0,2022-10-25 08:55:00
CI-7022,398451,Closed,tsteinhaeuser,2022-06-22 10:14:00,22/Jul/22 12:00 AM,2022-11-03 15:55:00,Expense Development,Service Request (SR),171520.0,21781.0,2022-10-19 12:54:00
CI-7567,421703,Closed,ssanz,2022-10-17 14:39:00,24/Oct/22 12:00 AM,2022-11-04 10:48:00,DER,Service Request (SR),10416.0,15273.0,2022-10-31 15:53:00
