,index,Issue key,Issue id,Status,Reporter,Created,Due Date,Resolved,Customer,Type of Request,ticket_age,Parent id,time_outside_codebusters,time_on_codebusters,time_in_review
268,268,CI-8038,443091,Closed,alejandro.ruizrobles,2023-01-23 12:38:00,27/Jan/23 12:00 AM,2023-01-26 10:28:00,Numiga,Service Request (SR),4190.0,443091,125.0,4065.0,1331.0
269,269,CI-8033,442712,Closed,nsanchezruiz,2023-01-19 16:18:00,30/Jan/23 12:00 AM,2023-01-31 14:37:00,ArcelorMittal,Service Request (SR),17179.0,442712,1193.0,15986.0,13189.0
270,270,CI-8023,441964,Closed,alejandro.ruizrobles,2023-01-17 10:11:00,27/Jan/23 12:00 AM,2023-01-31 12:41:00,ProcurX,Service Request (SR),20310.0,441964,3897.0,16413.0,8481.0
271,271,CI-8022,441937,Closed,alejandro.ruizrobles,2023-01-17 09:19:00,24/Jan/23 12:00 AM,2023-01-19 17:40:00,Numiga,Service Request (SR),3381.0,441937,40.0,3341.0,3112.0
272,272,CI-8021,441934,Closed,alejandro.ruizrobles,2023-01-17 09:12:00,24/Jan/23 12:00 AM,2023-06-08 15:06:00,Numiga,Service Request (SR),204834.0,441934,1317.0,3835.0,1563.0
273,273,CI-8015,441601,Closed,yutaka.yasumi,2023-01-16 02:20:00,23/Jan/23 12:00 AM,2023-02-08 02:50:00,Grupo Red Electrica,Service Request (SR),33150.0,441601,26387.0,6763.0,5189.0
274,274,CI-8011,441392,Closed,yutaka.yasumi,2023-01-13 11:49:00,18/Jan/23 12:00 AM,2023-01-30 02:44:00,Munckhof,Service Request (SR),23935.0,441392,17288.0,6647.0,5889.0
275,275,CI-8010,441353,Closed,alejandro.ruizrobles,2023-01-13 10:38:00,20/Jan/23 12:00 AM,2023-01-20 11:17:00,Numiga,Service Request (SR),10119.0,441353,169.0,9950.0,7236.0
276,276,CI-8009,441346,Closed,alejandro.ruizrobles,2023-01-13 10:32:00,20/Jan/23 12:00 AM,2023-01-23 09:09:00,Numiga,Service Request (SR),14317.0,441346,109.0,14208.0,8800.0
277,277,CI-8007,441339,Closed,alejandro.ruizrobles,2023-01-13 10:14:00,20/Jan/23 12:00 AM,2023-01-20 09:09:00,Numiga,Service Request (SR),10015.0,441339,54.0,9961.0,8818.0
278,278,CI-8006,441299,Closed,yutaka.yasumi,2023-01-13 07:58:00,17/Jan/23 12:00 AM,2023-04-04 16:32:00,Porsche,Service Request (SR),117154.0,441299,4167.0,100653.0,68318.0
279,279,CI-8003,441150,Closed,yutaka.yasumi,2023-01-12 12:20:00,19/Jan/23 12:00 AM,2023-02-02 02:00:00,apoBank,Service Request (SR),29620.0,441150,16678.0,12942.0,8893.0
280,280,CI-8002,441123,Closed,yutaka.yasumi,2023-01-12 11:35:00,19/Jan/23 12:00 AM,2023-02-10 07:12:00,Amadeus,Service Request (SR),41497.0,441123,30852.0,10645.0,8208.0
281,281,CI-8000,441080,Closed,alejandro.ruizrobles,2023-01-12 10:46:00,18/Jan/23 12:00 AM,2023-01-17 12:09:00,Numiga,Service Request (SR),7283.0,441080,100.0,7183.0,309.0
282,282,CI-7997,441058,Closed,alejandro.ruizrobles,2023-01-12 10:21:00,18/Jan/23 12:00 AM,2023-01-20 10:56:00,Numiga,Service Request (SR),11555.0,441058,157.0,11398.0,8693.0
283,283,CI-7996,440995,Closed,yutaka.yasumi,2023-01-12 05:39:00,19/Jan/23 12:00 AM,2023-01-30 02:42:00,Apleona,Service Request (SR),25743.0,440995,25411.0,332.0,0.0
284,284,CI-7995,440986,Closed,yutaka.yasumi,2023-01-12 05:20:00,12/Jan/23 12:00 AM,2023-01-16 08:49:00,Porsche,Service Request (SR),5969.0,440986,5619.0,350.0,1.0
285,285,CI-7994,440981,Closed,yutaka.yasumi,2023-01-12 05:04:00,19/Jan/23 12:00 AM,2023-02-08 02:51:00,Grupo Red Electrica,Service Request (SR),38747.0,440981,9648.0,29099.0,8905.0
286,286,CI-7993,440978,Closed,yutaka.yasumi,2023-01-12 04:48:00,19/Jan/23 12:00 AM,2023-02-06 01:51:00,Amadeus,Service Request (SR),35823.0,440978,27221.0,8602.0,7856.0
287,287,CI-7992,440973,Closed,yutaka.yasumi,2023-01-12 02:15:00,19/Jan/23 12:00 AM,2023-01-20 01:32:00,Aquila Capital,Service Request (SR),11477.0,440973,0.0,11477.0,11477.0
288,288,CI-7990,440916,Closed,alejandro.ruizrobles,2023-01-11 16:50:00,18/Jan/23 12:00 AM,2023-03-08 16:45:00,Numiga,Service Request (SR),80635.0,440916,1607.0,79028.0,11432.0
289,289,CI-7989,440809,Closed,nsanchezruiz,2023-01-11 13:44:00,17/Jan/23 12:00 AM,2023-01-19 13:12:00,Eberspacher,Service Request (SR),11488.0,440809,476.0,11011.0,8516.0
290,290,CI-7987,440793,Closed,alejandro.ruizrobles,2023-01-11 12:47:00,18/Jan/23 12:00 AM,2023-01-24 16:06:00,Numiga,Service Request (SR),18919.0,440793,205.0,18714.0,9987.0
291,291,CI-7986,440789,Closed,alejandro.ruizrobles,2023-01-11 12:39:00,18/Jan/23 12:00 AM,2023-01-19 17:28:00,Numiga,Service Request (SR),11809.0,440789,187.0,11622.0,2721.0
292,292,CI-7984,440687,Closed,yutaka.yasumi,2023-01-11 09:16:00,20/Jan/23 12:00 AM,2023-01-12 15:20:00,Endress Hauser,Service Request (SR),1804.0,440687,18.0,1786.0,188.0
293,293,CI-7981,440603,Closed,yutaka.yasumi,2023-01-11 02:03:00,18/Jan/23 12:00 AM,2023-02-10 07:13:00,Vaillant,Service Request (SR),43510.0,440603,41592.0,1918.0,873.0
294,294,CI-7979,440466,Closed,nsanchezruiz,2023-01-10 16:08:00,17/Jan/23 12:00 AM,2023-01-11 16:15:00,CMS Hasche Sigle,Service Request (SR),1447.0,440466,0.0,1447.0,1447.0
295,295,CI-7978,440139,Closed,nsanchezruiz,2023-01-10 09:18:00,17/Jan/23 12:00 AM,2023-01-30 12:50:00,Burda,Service Request (SR),29012.0,440139,2979.0,26033.0,13009.0
296,296,CI-7973,439960,Closed,nsanchezruiz,2023-01-09 12:49:00,18/Jan/23 12:00 AM,2023-01-20 10:35:00,Rheinmetall,Service Request (SR),15706.0,439960,6.0,15700.0,14733.0
297,297,CI-7969,439500,Closed,yutaka.yasumi,2023-01-06 01:44:00,13/Jan/23 12:00 AM,2023-01-30 02:46:00,Eberspacher,Service Request (SR),34622.0,439500,28245.0,6377.0,5242.0
298,298,CI-7968,439497,Closed,yutaka.yasumi,2023-01-06 01:41:00,13/Jan/23 12:00 AM,2023-01-16 08:49:00,Porsche,Service Request (SR),14828.0,439497,4995.0,9833.0,6620.0
299,299,CI-7967,439494,Closed,yutaka.yasumi,2023-01-06 01:08:00,13/Jan/23 12:00 AM,2023-01-25 07:11:00,CMS Hasche Sigle,Service Request (SR),27723.0,439494,22440.0,5283.0,5252.0
300,300,CI-7963,439220,Closed,yutaka.yasumi,2023-01-05 04:38:00,12/Jan/23 12:00 AM,2023-01-30 02:46:00,Endress Hauser,Service Request (SR),35888.0,439220,25022.0,10866.0,7659.0
301,301,CI-7962,439217,Closed,yutaka.yasumi,2023-01-05 03:49:00,12/Jan/23 12:00 AM,2023-02-20 05:17:00,Hugo Boss,Service Request (SR),66328.0,439217,33091.0,33237.0,10500.0
302,302,CI-7960,439212,Closed,yutaka.yasumi,2023-01-05 01:37:00,12/Jan/23 12:00 AM,2023-01-06 01:41:00,Porsche,Service Request (SR),1444.0,439212,0.0,1444.0,1.0
303,303,CI-7959,439204,Closed,yutaka.yasumi,2023-01-05 01:15:00,13/Jan/23 12:00 AM,2023-01-06 01:44:00,Eberspacher,Service Request (SR),1469.0,439204,0.0,1469.0,19.0
304,304,CI-7956,439129,Closed,nsanchezruiz,2023-01-04 15:17:00,09/Jan/23 12:00 AM,2023-01-11 10:34:00,Eberspacher,Service Request (SR),9797.0,439129,6007.0,3790.0,1054.0
305,305,CI-7952,438984,Closed,alejandro.ruizrobles,2023-01-04 09:45:00,11/Jan/23 12:00 AM,2023-01-18 14:19:00,Numiga,Service Request (SR),20434.0,438984,427.0,20007.0,17483.0
306,306,CI-7948,438711,Closed,alejandro.ruizrobles,2023-01-03 10:07:00,12/Jan/23 12:00 AM,2023-01-12 11:25:00,Numiga,Service Request (SR),13038.0,438711,9776.0,3262.0,1648.0
307,307,CI-7947,438670,Closed,alejandro.ruizrobles,2023-01-02 18:00:00,09/Jan/23 12:00 AM,2023-01-05 12:27:00,Numiga,Service Request (SR),3987.0,438670,321.0,3666.0,2489.0
308,308,CI-7942,438603,Closed,nsanchezruiz,2023-01-02 11:54:00,05/Jan/23 12:00 AM,2023-01-24 16:22:00,Red Electrica,Service Request (SR),31948.0,438603,3428.0,28520.0,7261.0
309,309,CI-7938,438360,Closed,nsanchezruiz,2022-12-29 11:30:00,30/Dec/22 12:00 AM,2022-12-29 15:44:00,Ineos,Service Request (SR),254.0,438360,21.0,233.0,48.0
310,310,CI-7936,438267,Closed,nsanchezruiz,2022-12-28 10:25:00,01/Jan/23 12:00 AM,2022-12-29 09:48:00,Daimler (MFTBC),Service Request (SR),1403.0,438267,0.0,1403.0,100.0
311,311,CI-7935,438259,Closed,nsanchezruiz,2022-12-28 09:20:00,02/Jan/23 12:00 AM,2023-01-19 14:55:00,msg systems,Service Request (SR),32015.0,438259,7229.0,24786.0,21545.0
312,312,CI-7933,438238,Closed,ssanz,2022-12-27 16:12:00,03/Jan/23 12:00 AM,2022-12-28 14:14:00,Allianz,Service Request (SR),1322.0,438238,164.0,1158.0,1084.0
313,313,CI-7931,438225,Closed,nsanchezruiz,2022-12-27 12:36:00,12/Jan/23 12:00 AM,2023-01-13 12:11:00,msg systems,Service Request (SR),24455.0,438225,10.0,24445.0,24445.0
314,314,CI-7928,438007,Closed,yutaka.yasumi,2022-12-23 04:20:00,26/Dec/22 12:00 AM,2023-01-06 01:30:00,Eberspacher,Service Request (SR),19990.0,438007,2823.0,17167.0,2.0
315,315,CI-7926,437932,Closed,nsanchezruiz,2022-12-22 15:08:00,02/Jan/23 12:00 AM,2023-01-23 16:31:00,Porsche,Service Request (SR),46163.0,437932,17787.0,28376.0,15709.0
316,316,CI-7925,437929,Closed,nsanchezruiz,2022-12-22 14:58:00,02/Jan/23 12:00 AM,2023-01-05 15:29:00,Porsche,Service Request (SR),20191.0,437929,4685.0,15506.0,9773.0
317,317,CI-7923,437910,Closed,ssanz,2022-12-22 14:17:00,01/Mar/23 12:00 AM,2023-03-02 11:57:00,Hugo Boss,Service Request (SR),100660.0,437910,67476.0,33185.0,28520.0
318,318,CI-7920,437833,Closed,yutaka.yasumi,2022-12-22 09:35:00,26/Dec/22 12:00 AM,2023-01-06 01:31:00,Continental,Service Request (SR),21116.0,437833,7755.0,13361.0,1508.0
319,319,CI-7918,437798,Closed,yutaka.yasumi,2022-12-22 02:24:00,23/Dec/22 12:00 AM,2023-01-06 01:32:00,Porsche,Service Request (SR),21548.0,437798,2821.0,18727.0,20.0
320,320,CI-7917,437773,Closed,nsanchezruiz,2022-12-21 16:16:00,28/Dec/22 12:00 AM,2023-01-04 13:16:00,DER,Service Request (SR),19980.0,437773,84.0,19896.0,12820.0
321,321,CI-7915,437749,Closed,ssanz,2022-12-21 15:20:00,28/Dec/22 12:00 AM,2023-02-14 12:42:00,Porsche,Service Request (SR),79042.0,437749,78940.0,102.0,0.0
322,322,CI-7914,437720,Closed,alejandro.ruizrobles,2022-12-21 13:51:00,28/Dec/22 12:00 AM,2022-12-28 09:51:00,ProcurX,Service Request (SR),9840.0,437720,214.0,9626.0,2703.0
323,323,CI-7913,437707,Closed,ssanz,2022-12-21 13:21:00,28/Dec/22 12:00 AM,2022-12-21 13:35:00,Traton SE,Service Request (SR),14.0,437707,0.0,14.0,0.0
324,324,CI-7912,437698,Closed,ssanz,2022-12-21 13:07:00,28/Dec/22 12:00 AM,2023-02-15 11:23:00,Continental,Service Request (SR),80536.0,437698,57771.0,22765.0,12967.0
325,325,CI-7911,437686,Closed,ssanz,2022-12-21 12:48:00,28/Dec/22 12:00 AM,2022-12-30 11:05:00,Traton SE,Service Request (SR),12857.0,437686,8552.0,4305.0,1727.0
326,326,CI-7910,437680,Closed,ssanz,2022-12-21 12:20:00,28/Dec/22 12:00 AM,2023-02-16 13:49:00,Enercon,Service Request (SR),82169.0,437680,66383.0,15786.0,2938.0
327,327,CI-7909,437653,Closed,ssanz,2022-12-21 11:46:00,28/Dec/22 12:00 AM,2023-03-17 08:55:00,Continental,Service Request (SR),123669.0,437653,73078.0,50591.0,3040.0
328,328,CI-7908,437587,Closed,nsanchezruiz,2022-12-21 09:47:00,02/Jan/23 12:00 AM,2023-01-25 13:06:00,Amadeus,Service Request (SR),50599.0,437587,0.0,50534.0,50534.0
329,329,CI-7907,437559,Closed,yutaka.yasumi,2022-12-21 08:21:00,23/Dec/22 12:00 AM,2022-12-23 01:46:00,Continental,Service Request (SR),2485.0,437559,2465.0,20.0,9.0
330,330,CI-7906,437493,Closed,yutaka.yasumi,2022-12-21 04:10:00,23/Dec/22 12:00 AM,2023-01-30 02:50:00,Amadeus,Service Request (SR),57520.0,437493,39340.0,18180.0,9658.0
331,331,CI-7905,437491,Closed,yutaka.yasumi,2022-12-21 04:00:00,23/Dec/22 12:00 AM,2022-12-30 10:43:00,Amadeus,Service Request (SR),13363.0,437491,2822.0,10541.0,3403.0
332,332,CI-7904,437478,Closed,ssanz,2022-12-20 17:24:00,26/Dec/22 12:00 AM,2023-07-17 15:05:00,Bentley,Service Request (SR),300821.0,437478,93234.0,141270.0,40279.0
333,333,CI-7903,437469,Closed,nsanchezruiz,2022-12-20 16:48:00,27/Dec/22 12:00 AM,2022-12-27 11:20:00,Hugo Boss,Service Request (SR),9752.0,437469,5771.0,3981.0,1096.0
334,334,CI-7902,437318,Closed,nsanchezruiz,2022-12-20 09:52:00,27/Dec/22 12:00 AM,2022-12-28 09:43:00,Holtzbrink,Service Request (SR),11511.0,437318,992.0,10519.0,1429.0
335,335,CI-7900,437096,Closed,ssanz,2022-12-19 15:44:00,26/Dec/22 12:00 AM,2023-04-05 13:07:00,Allianz,Service Request (SR),153923.0,437096,111425.0,42498.0,33231.0
336,336,CI-7895,436853,Closed,nsanchezruiz,2022-12-19 10:18:00,02/Jan/23 12:00 AM,2023-02-23 13:17:00,Osram,Service Request (SR),95219.0,436853,384.0,94835.0,22799.0
337,337,CI-7894,436761,Closed,yutaka.yasumi,2022-12-19 07:29:00,23/Dec/22 12:00 AM,2023-02-10 07:15:00,Amadeus,Service Request (SR),76306.0,436761,34961.0,41345.0,15089.0
338,338,CI-7893,436757,Closed,yutaka.yasumi,2022-12-19 06:42:00,23/Dec/22 12:00 AM,2023-01-30 02:49:00,Heidelberg Cement,Service Request (SR),60247.0,436757,34159.0,26088.0,26088.0
339,339,CI-7892,436747,Closed,yutaka.yasumi,2022-12-19 04:15:00,02/Jan/23 12:00 AM,2023-01-06 01:29:00,Ineos,Service Request (SR),25754.0,436747,23783.0,1971.0,1715.0
340,340,CI-7891,436744,Closed,yutaka.yasumi,2022-12-19 03:52:00,22/Dec/22 12:00 AM,2023-01-06 01:33:00,Lufthansa City Center,Service Request (SR),25781.0,436744,23949.0,1832.0,1761.0
341,341,CI-7890,436670,Closed,nsanchezruiz,2022-12-16 15:30:00,01/Jan/23 12:00 AM,2023-01-10 11:33:00,Endress Hauser,Service Request (SR),35763.0,436670,9197.0,26566.0,16966.0
342,342,CI-7889,436629,Closed,nsanchezruiz,2022-12-16 14:58:00,01/Jan/23 12:00 AM,2023-01-11 10:28:00,Continental,Service Request (SR),37170.0,436629,7633.0,29537.0,17105.0
343,343,CI-7886,436516,Closed,nsanchezruiz,2022-12-16 13:47:00,21/Dec/22 12:00 AM,2022-12-30 09:45:00,Porsche,Service Request (SR),19918.0,436516,219.0,19699.0,4157.0
344,344,CI-7884,436451,Closed,nsanchezruiz,2022-12-16 11:15:00,26/Dec/22 12:00 AM,2023-01-10 09:29:00,CEPSA,Service Request (SR),35894.0,436451,0.0,35894.0,35894.0
345,345,CI-7883,436443,Closed,yutaka.yasumi,2022-12-16 10:47:00,19/Dec/22 12:00 AM,2022-12-30 10:25:00,Eberspacher,Service Request (SR),20138.0,436443,11120.0,9018.0,7105.0
346,346,CI-7882,436391,Closed,yutaka.yasumi,2022-12-16 08:57:00,20/Dec/22 12:00 AM,2023-01-04 02:13:00,VW,Service Request (SR),26956.0,436391,26020.0,936.0,408.0
347,347,CI-7877,436313,Closed,yutaka.yasumi,2022-12-16 01:40:00,19/Dec/22 12:00 AM,2023-01-04 02:14:00,Amadeus,Service Request (SR),27394.0,436313,22969.0,4425.0,1.0
348,348,CI-7876,436253,Closed,alejandro.ruizrobles,2022-12-15 17:01:00,22/Dec/22 12:00 AM,2022-12-23 13:18:00,Numiga,Service Request (SR),11297.0,436253,299.0,10998.0,9905.0
349,349,CI-7873,436035,Closed,ssanz,2022-12-15 12:05:00,22/Dec/22 12:00 AM,2023-01-31 22:03:00,Allianz,Service Request (SR),68278.0,436035,42697.0,25581.0,25580.0
350,350,CI-7871,435753,Closed,yutaka.yasumi,2022-12-15 07:59:00,20/Dec/22 12:00 AM,2022-12-21 02:22:00,Continental,Service Request (SR),8303.0,435753,2518.0,5785.0,1738.0
351,351,CI-7870,435725,Closed,yutaka.yasumi,2022-12-15 07:06:00,22/Dec/22 12:00 AM,2023-01-11 04:33:00,msg systems,Service Request (SR),38727.0,435725,37594.0,1133.0,9.0
352,352,CI-7868,435628,Closed,ssanz,2022-12-14 13:51:00,21/Dec/22 12:00 AM,2022-12-22 11:03:00,CEPSA,Service Request (SR),11352.0,435628,1169.0,10183.0,10183.0
353,353,CI-7867,435618,Closed,ssanz,2022-12-14 13:05:00,21/Dec/22 12:00 AM,2023-03-06 09:18:00,Amadeus,Service Request (SR),117853.0,435618,70318.0,44573.0,18584.0
354,354,CI-7864,435445,Closed,yutaka.yasumi,2022-12-14 04:34:00,19/Dec/22 12:00 AM,2023-01-04 02:15:00,Munckhof,Service Request (SR),30101.0,435445,28737.0,1364.0,492.0
355,355,CI-7862,435348,Closed,ssanz,2022-12-13 15:49:00,20/Dec/22 12:00 AM,2023-02-09 01:37:00,Endress Hauser,Service Request (SR),82668.0,435348,22061.0,60607.0,2910.0
356,356,CI-7854,434742,Closed,nsanchezruiz,2022-12-12 15:44:00,21/Dec/22 12:00 AM,2023-01-17 15:57:00,Rewe Group,Service Request (SR),51853.0,434742,50229.0,1624.0,1371.0
357,357,CI-7851,434543,Closed,alejandro.ruizrobles,2022-12-12 10:32:00,16/Dec/22 12:00 AM,2022-12-19 17:28:00,ProcurX,Service Request (SR),10496.0,434543,78.0,10418.0,4234.0
358,358,CI-7850,434539,Closed,nsanchezruiz,2022-12-12 10:23:00,26/Dec/22 12:00 AM,2023-03-22 13:41:00,Apleona,Service Request (SR),144198.0,434539,53372.0,90826.0,80463.0
359,359,CI-7848,434361,Closed,ssanz,2022-12-09 15:30:00,16/Dec/22 12:00 AM,2022-12-27 10:25:00,Allianz,Service Request (SR),25615.0,434361,8519.0,17096.0,17096.0
360,360,CI-7847,434046,Closed,yutaka.yasumi,2022-12-09 08:09:00,13/Dec/22 12:00 AM,2022-12-20 06:23:00,Burda,Service Request (SR),15734.0,434046,9796.0,5938.0,0.0
361,361,CI-7846,434025,Closed,yutaka.yasumi,2022-12-09 04:19:00,13/Dec/22 12:00 AM,2023-01-04 02:15:00,Continental,Service Request (SR),37316.0,434025,32567.0,4749.0,365.0
362,362,CI-7845,434021,Closed,yutaka.yasumi,2022-12-09 03:40:00,16/Dec/22 12:00 AM,2022-12-22 10:10:00,Lufthansa City Center,Service Request (SR),19110.0,434021,0.0,19110.0,0.0
363,363,CI-7843,433882,Closed,ssanz,2022-12-08 11:59:00,15/Dec/22 12:00 AM,2022-12-19 10:45:00,Traton SE,Service Request (SR),15766.0,433882,5326.0,10440.0,1.0
364,364,CI-7841,433827,Closed,fkazmierczak,2022-12-08 10:34:00,08/Jan/23 12:00 AM,2023-02-07 10:49:00,Allianz,Service Request (SR),87855.0,433827,1.0,87854.0,2.0
365,365,CI-7840,433819,Closed,ssanz,2022-12-08 10:31:00,15/Dec/22 12:00 AM,2023-02-17 08:48:00,Allianz,Service Request (SR),102137.0,433819,88722.0,13415.0,11579.0
366,366,CI-7835,433426,Closed,yutaka.yasumi,2022-12-07 07:42:00,14/Dec/22 12:00 AM,2023-01-19 05:41:00,Hugo Boss,Service Request (SR),61799.0,433426,40774.0,21025.0,19660.0
367,367,CI-7833,433411,Closed,yutaka.yasumi,2022-12-07 05:49:00,09/Dec/22 12:00 AM,2023-01-06 01:33:00,Hugo Boss,Service Request (SR),42944.0,433411,15838.0,27106.0,8396.0
368,368,CI-7829,433155,Closed,ssanz,2022-12-06 13:18:00,13/Dec/22 12:00 AM,2023-04-29 16:15:00,Allianz,Service Request (SR),207537.0,433155,188716.0,18821.0,274.0
369,369,CI-7826,433132,Closed,ssanz,2022-12-06 11:53:00,13/Dec/22 12:00 AM,2022-12-22 10:31:00,Allianz,Service Request (SR),22958.0,433132,63.0,22897.0,22897.0
370,370,CI-7823,433090,Closed,ssanz,2022-12-06 10:11:00,13/Dec/22 12:00 AM,2022-12-21 09:54:00,Allianz,Service Request (SR),21583.0,433090,8558.0,13025.0,11674.0
371,371,CI-7822,432979,Closed,yutaka.yasumi,2022-12-06 04:39:00,09/Dec/22 12:00 AM,2022-12-21 02:24:00,Holtzbrink,Service Request (SR),21465.0,432979,12984.0,9486.0,3528.0
372,372,CI-7820,432966,Closed,yutaka.yasumi,2022-12-06 03:45:00,09/Dec/22 12:00 AM,2023-01-04 02:17:00,Amadeus,Service Request (SR),41672.0,432966,27683.0,13989.0,4862.0
373,373,CI-7807,432492,Closed,alejandro.ruizrobles,2022-12-03 13:20:00,15/Dec/22 12:00 AM,2023-03-21 16:54:00,Numiga,Service Request (SR),155734.0,432492,64957.0,90777.0,45883.0
374,374,CI-7806,432465,Closed,alejandro.ruizrobles,2022-12-02 16:36:00,12/Dec/22 12:00 AM,2022-12-20 10:20:00,Numiga,Service Request (SR),25544.0,432465,86.0,25458.0,13963.0
375,375,CI-7795,432002,Closed,nsanchezruiz,2022-12-01 13:05:00,15/Dec/22 12:00 AM,2023-02-13 10:17:00,Amadeus,Service Request (SR),106392.0,432002,21.0,106370.0,25673.0
376,376,CI-7794,431986,Closed,askarja,2022-12-01 12:38:00,08/Dec/22 12:00 AM,2022-12-20 14:44:00,Deutschlandradio,Service Request (SR),27486.0,431986,15115.0,12371.0,5857.0
377,377,CI-7788,431813,Closed,yutaka.yasumi,2022-12-01 01:54:00,08/Dec/22 12:00 AM,2023-04-05 06:54:00,Amadeus,Service Request (SR),180300.0,431813,0.0,180300.0,180300.0
378,378,CI-7778,431570,Closed,nsanchezruiz,2022-11-30 10:14:00,08/Dec/22 12:00 AM,2022-12-23 08:07:00,Deutschlandradio,Service Request (SR),32993.0,431570,21010.0,11983.0,11823.0
379,379,CI-7776,431457,Closed,yutaka.yasumi,2022-11-30 06:00:00,05/Dec/22 12:00 AM,2023-01-10 02:27:00,Amadeus,Service Request (SR),58827.0,431457,40686.0,18141.0,7428.0
380,380,CI-7773,431180,Closed,alejandro.ruizrobles,2022-11-28 16:58:00,01/Jan/23 12:00 AM,2022-12-20 14:24:00,Numiga,Service Request (SR),31526.0,431180,5945.0,25581.0,2676.0
381,381,CI-7763,430896,Closed,nsanchezruiz,2022-11-25 11:09:00,30/Nov/22 12:00 AM,2022-12-20 09:38:00,Bentley,Service Request (SR),35909.0,430896,14093.0,21816.0,10393.0
382,382,CI-7755,430512,Closed,alejandro.ruizrobles,2022-11-23 16:38:00,30/Nov/22 12:00 AM,2023-01-04 11:46:00,Numiga,Service Request (SR),60188.0,430512,17992.0,42196.0,21163.0
383,383,CI-7740,429778,Closed,ssanz,2022-11-21 17:19:00,28/Nov/22 12:00 AM,2022-12-21 09:45:00,Allianz,Service Request (SR),42746.0,429778,19673.0,23073.0,19991.0
384,384,CI-7736,429541,Closed,alejandro.ruizrobles,2022-11-21 11:31:00,28/Nov/22 12:00 AM,2022-12-19 07:50:00,Numiga,Service Request (SR),40099.0,429541,15468.0,24630.0,9988.0
385,385,CI-7727,429120,Closed,ssanz,2022-11-18 14:03:00,25/Nov/22 12:00 AM,2022-12-27 20:30:00,Allianz,Service Request (SR),56547.0,429120,40584.0,15963.0,10227.0
386,386,CI-7718,428953,Closed,yutaka.yasumi,2022-11-18 07:01:00,22/Nov/22 12:00 AM,2023-01-06 01:36:00,Continental,Service Request (SR),70235.0,428953,13053.0,57182.0,7473.0
387,387,CI-7700,428349,Closed,alejandro.ruizrobles,2022-11-15 16:39:00,22/Nov/22 12:00 AM,2023-04-12 13:53:00,Numiga,Service Request (SR),212954.0,428349,1090.0,211864.0,2691.0
388,388,CI-7699,428346,Closed,ssanz,2022-11-15 16:36:00,22/Nov/22 12:00 AM,2023-01-17 14:55:00,ArcelorMittal,Service Request (SR),90619.0,428346,28984.0,61635.0,8334.0
389,389,CI-7698,428323,Closed,ssanz,2022-11-15 16:05:00,22/Nov/22 12:00 AM,2022-12-22 11:14:00,ArcelorMittal,Service Request (SR),52989.0,428323,33092.0,19896.0,11560.0
390,390,CI-7693,428061,Closed,yutaka.yasumi,2022-11-15 03:02:00,22/Nov/22 12:00 AM,2023-01-06 01:36:00,Vaillant,Service Request (SR),74794.0,428061,57712.0,17082.0,5962.0
391,391,CI-7688,427631,Closed,askarja,2022-11-11 15:58:00,21/Nov/22 12:00 AM,2023-04-20 10:15:00,Rheinmetall,Service Request (SR),230057.0,427631,87912.0,142145.0,36025.0
392,392,CI-7686,427598,Closed,askarja,2022-11-11 14:58:00,18/Nov/22 12:00 AM,2023-01-24 15:38:00,Traton SE,Service Request (SR),106600.0,427598,100945.0,5655.0,5553.0
393,393,CI-7682,427526,Closed,askarja,2022-11-11 12:49:00,18/Nov/22 12:00 AM,2023-01-24 10:39:00,Nedschroef,Service Request (SR),106430.0,427526,99015.0,7415.0,6017.0
394,394,CI-7669,426820,Closed,yutaka.yasumi,2022-11-09 11:15:00,16/Nov/22 12:00 AM,2023-01-24 12:40:00,Burda,Service Request (SR),109525.0,426820,1116.0,7521.0,7521.0
395,395,CI-7582,422229,Closed,ssanz,2022-10-19 16:24:00,31/Jan/23 12:00 AM,2023-03-07 10:43:00,Endress Hauser,Service Request (SR),199819.0,422229,21673.0,106092.0,39831.0
396,396,CI-7576,421964,Closed,ssanz,2022-10-18 17:56:00,25/Oct/22 12:00 AM,2023-01-17 13:07:00,Ineos,Service Request (SR),130751.0,421964,30808.0,99943.0,11481.0
397,397,CI-7575,421886,Closed,nsanchezruiz,2022-10-18 12:44:00,25/Oct/22 12:00 AM,2022-12-19 13:24:00,CEPSA,Service Request (SR),89320.0,421886,33354.0,55966.0,24189.0
398,398,CI-7563,421362,Closed,ssanz,2022-10-14 14:05:00,21/Oct/22 12:00 AM,2023-02-23 11:52:00,Egis,Service Request (SR),189947.0,421362,70577.0,119370.0,96546.0
399,399,CI-7550,420892,Closed,yutaka.yasumi,2022-10-12 17:05:00,19/Oct/22 12:00 AM,2023-04-04 16:34:00,Hugo Boss,Service Request (SR),250529.0,420892,0.0,250529.0,250529.0
400,400,CI-7547,420675,Closed,yutaka.yasumi,2022-10-12 10:15:00,19/Oct/22 12:00 AM,2022-12-21 02:18:00,Porsche,Service Request (SR),100323.0,420675,1008.0,99315.0,93567.0
401,401,CI-7495,418725,Closed,askarja,2022-10-04 22:13:00,12/Oct/22 12:00 AM,2023-01-24 15:35:00,TUI AG,Service Request (SR),160882.0,418725,95463.0,65419.0,8316.0
