,Issue key,Issue id,Status,Reporter,Created,Due Date,Resolved,Customer,Type of Request,source,Iteration
2,CI-7968,439497,Closed,yutaka.yasumi,06/Jan/23 1:41 AM,13/Jan/23 12:00 AM,16/Jan/23 8:49 AM,Porsche,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
3,CI-7967,439494,Closed,yutaka.yasumi,06/Jan/23 1:08 AM,13/Jan/23 12:00 AM,25/Jan/23 7:11 AM,CMS Hasche Sigle,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
4,CI-7966,439389,Closed,nsanchezruiz,05/Jan/23 12:25 PM,09/Jan/23 12:00 AM,09/Jan/23 11:15 AM,Damm,Incident Request (IR),DataSets\in_progress_PI6.1.csv,PI6.1
5,CI-7963,439220,Closed,yutaka.yasumi,05/Jan/23 4:38 AM,12/Jan/23 12:00 AM,30/Jan/23 2:46 AM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
6,CI-7962,439217,Closed,yutaka.yasumi,05/Jan/23 3:49 AM,12/Jan/23 12:00 AM,20/Feb/23 5:17 AM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
7,CI-7956,439129,Closed,nsanchezruiz,04/Jan/23 3:17 PM,09/Jan/23 12:00 AM,11/Jan/23 10:34 AM,Eberspacher,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
8,CI-7952,438984,Closed,alejandro.ruizrobles,04/Jan/23 9:45 AM,11/Jan/23 12:00 AM,18/Jan/23 2:19 PM,Numiga,SR - Partner,DataSets\in_progress_PI6.1.csv,PI6.1
9,CI-7950,438853,Closed,nsanchezruiz,03/Jan/23 3:50 PM,04/Jan/23 12:00 AM,09/Feb/23 1:09 PM,Porsche,Incident Request (IR),DataSets\in_progress_PI6.1.csv,PI6.1
10,CI-7949,438746,Closed,nsanchezruiz,03/Jan/23 10:53 AM,10/Jan/23 12:00 AM,20/Jan/23 9:41 AM,Hugo Boss,Incident Request (IR),DataSets\in_progress_PI6.1.csv,PI6.1
11,CI-7948,438711,Closed,alejandro.ruizrobles,03/Jan/23 10:07 AM,12/Jan/23 12:00 AM,12/Jan/23 11:25 AM,Numiga,SR - Partner,DataSets\in_progress_PI6.1.csv,PI6.1
12,CI-7942,438603,Closed,nsanchezruiz,02/Jan/23 11:54 AM,05/Jan/23 12:00 AM,24/Jan/23 4:22 PM,Red Electrica,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
13,CI-7940,438429,Closed,ssanz,30/Dec/22 10:21 AM,06/Jan/23 12:00 AM,17/Feb/23 8:26 AM,Heidelberg Cement,Incident Request (IR),DataSets\in_progress_PI6.1.csv,PI6.1
14,CI-7935,438259,Closed,nsanchezruiz,28/Dec/22 9:20 AM,02/Jan/23 12:00 AM,19/Jan/23 2:55 PM,msg systems,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
15,CI-7931,438225,Closed,nsanchezruiz,27/Dec/22 12:36 PM,12/Jan/23 12:00 AM,13/Jan/23 12:11 PM,msg systems,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
16,CI-7927,437936,Closed,ssanz,22/Dec/22 3:16 PM,29/Dec/22 12:00 AM,17/Jan/23 4:00 PM,Numiga,Incident Request (IR),DataSets\in_progress_PI6.1.csv,PI6.1
17,CI-7926,437932,Closed,nsanchezruiz,22/Dec/22 3:08 PM,02/Jan/23 12:00 AM,23/Jan/23 4:31 PM,Porsche,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
18,CI-7923,437910,Closed,ssanz,22/Dec/22 2:17 PM,01/Mar/23 12:00 AM,02/Mar/23 11:57 AM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
19,CI-7915,437749,Closed,ssanz,21/Dec/22 3:20 PM,28/Dec/22 12:00 AM,14/Feb/23 12:42 PM,Porsche,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
20,CI-7912,437698,Closed,ssanz,21/Dec/22 1:07 PM,28/Dec/22 12:00 AM,15/Feb/23 11:23 AM,Continental,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
21,CI-7910,437680,Closed,ssanz,21/Dec/22 12:20 PM,28/Dec/22 12:00 AM,16/Feb/23 1:49 PM,Enercon,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
22,CI-7909,437653,Closed,ssanz,21/Dec/22 11:46 AM,28/Dec/22 12:00 AM,17/Mar/23 8:55 AM,Continental,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
23,CI-7908,437587,Closed,nsanchezruiz,21/Dec/22 9:47 AM,02/Jan/23 12:00 AM,25/Jan/23 1:06 PM,Amadeus,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
24,CI-7906,437493,Closed,yutaka.yasumi,21/Dec/22 4:10 AM,23/Dec/22 12:00 AM,30/Jan/23 2:50 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
25,CI-7904,437478,Verify,ssanz,20/Dec/22 5:24 PM,26/Dec/22 12:00 AM,,Bentley,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
26,CI-7901,437144,Closed,ssanz,19/Dec/22 5:10 PM,26/Dec/22 12:00 AM,12/Jan/23 2:01 PM,Porsche,Incident Request (IR),DataSets\in_progress_PI6.1.csv,PI6.1
27,CI-7900,437096,Closed,ssanz,19/Dec/22 3:44 PM,26/Dec/22 12:00 AM,05/Apr/23 1:07 PM,Allianz,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
28,CI-7895,436853,Closed,nsanchezruiz,19/Dec/22 10:18 AM,02/Jan/23 12:00 AM,23/Feb/23 1:17 PM,Osram,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
29,CI-7894,436761,Closed,yutaka.yasumi,19/Dec/22 7:29 AM,23/Dec/22 12:00 AM,10/Feb/23 7:15 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
30,CI-7893,436757,Closed,yutaka.yasumi,19/Dec/22 6:42 AM,23/Dec/22 12:00 AM,30/Jan/23 2:49 AM,Heidelberg Cement,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
31,CI-7890,436670,Closed,nsanchezruiz,16/Dec/22 3:30 PM,01/Jan/23 12:00 AM,10/Jan/23 11:33 AM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
32,CI-7889,436629,Closed,nsanchezruiz,16/Dec/22 2:58 PM,01/Jan/23 12:00 AM,11/Jan/23 10:28 AM,Continental,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
33,CI-7884,436451,Closed,nsanchezruiz,16/Dec/22 11:15 AM,26/Dec/22 12:00 AM,10/Jan/23 9:29 AM,CEPSA,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
34,CI-7873,436035,Closed,ssanz,15/Dec/22 12:05 PM,22/Dec/22 12:00 AM,31/Jan/23 10:03 PM,Allianz,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
35,CI-7870,435725,Closed,yutaka.yasumi,15/Dec/22 7:06 AM,22/Dec/22 12:00 AM,11/Jan/23 4:33 AM,msg systems,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
36,CI-7867,435618,Closed,ssanz,14/Dec/22 1:05 PM,21/Dec/22 12:00 AM,06/Mar/23 9:18 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
37,CI-7862,435348,Closed,ssanz,13/Dec/22 3:49 PM,20/Dec/22 12:00 AM,09/Feb/23 1:37 AM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
38,CI-7861,435312,Closed,ssanz,13/Dec/22 3:15 PM,20/Dec/22 12:00 AM,01/Mar/23 3:56 PM,Audi,Incident Request (IR),DataSets\in_progress_PI6.1.csv,PI6.1
39,CI-7858,435107,Verify,ssanz,13/Dec/22 12:22 PM,20/Dec/22 12:00 AM,,Allianz,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
40,CI-7854,434742,Closed,nsanchezruiz,12/Dec/22 3:44 PM,21/Dec/22 12:00 AM,17/Jan/23 3:57 PM,Rewe Group,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
41,CI-7850,434539,Closed,nsanchezruiz,12/Dec/22 10:23 AM,26/Dec/22 12:00 AM,22/Mar/23 1:41 PM,Apleona,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
42,CI-7841,433827,Closed,fkazmierczak,08/Dec/22 10:34 AM,08/Jan/23 12:00 AM,07/Feb/23 10:49 AM,Allianz,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
43,CI-7840,433819,Closed,ssanz,08/Dec/22 10:31 AM,15/Dec/22 12:00 AM,17/Feb/23 8:48 AM,Allianz,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
44,CI-7835,433426,Closed,yutaka.yasumi,07/Dec/22 7:42 AM,14/Dec/22 12:00 AM,19/Jan/23 5:41 AM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
45,CI-7829,433155,Closed,ssanz,06/Dec/22 1:18 PM,13/Dec/22 12:00 AM,29/Apr/23 4:15 PM,Allianz,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
46,CI-7816,432641,Closed,yutaka.yasumi,05/Dec/22 10:09 AM,09/Dec/22 12:00 AM,03/Mar/23 2:03 PM,CEPSA,Incident Request (IR),DataSets\in_progress_PI6.1.csv,PI6.1
47,CI-7807,432492,Closed,alejandro.ruizrobles,03/Dec/22 1:20 PM,15/Dec/22 12:00 AM,21/Mar/23 4:54 PM,Numiga,SR - Partner,DataSets\in_progress_PI6.1.csv,PI6.1
48,CI-7795,432002,Closed,nsanchezruiz,01/Dec/22 1:05 PM,15/Dec/22 12:00 AM,13/Feb/23 10:17 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
49,CI-7788,431813,Closed,yutaka.yasumi,01/Dec/22 1:54 AM,08/Dec/22 12:00 AM,05/Apr/23 6:54 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
50,CI-7787,431734,Closed,ssanz,30/Nov/22 4:24 PM,06/Dec/22 12:00 AM,10/Feb/23 9:35 AM,Allianz,Incident Request (IR),DataSets\in_progress_PI6.1.csv,PI6.1
51,CI-7776,431457,Closed,yutaka.yasumi,30/Nov/22 6:00 AM,05/Dec/22 12:00 AM,10/Jan/23 2:27 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
52,CI-7706,428491,Closed,ssanz,16/Nov/22 11:36 AM,23/Nov/22 12:00 AM,17/Feb/23 8:25 AM,Allianz,Incident Request (IR),DataSets\in_progress_PI6.1.csv,PI6.1
53,CI-7700,428349,Closed,alejandro.ruizrobles,15/Nov/22 4:39 PM,22/Nov/22 12:00 AM,12/Apr/23 1:53 PM,Numiga,SR - Partner,DataSets\in_progress_PI6.1.csv,PI6.1
54,CI-7699,428346,Closed,ssanz,15/Nov/22 4:36 PM,22/Nov/22 12:00 AM,17/Jan/23 2:55 PM,ArcelorMittal,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
55,CI-7688,427631,Closed,askarja,11/Nov/22 3:58 PM,21/Nov/22 12:00 AM,20/Apr/23 10:15 AM,Rheinmetall,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
56,CI-7686,427598,Closed,askarja,11/Nov/22 2:58 PM,18/Nov/22 12:00 AM,24/Jan/23 3:38 PM,Traton SE,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
57,CI-7682,427526,Closed,askarja,11/Nov/22 12:49 PM,18/Nov/22 12:00 AM,24/Jan/23 10:39 AM,Nedschroef,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
58,CI-7674,427373,Closed,ssanz,10/Nov/22 4:11 PM,17/Nov/22 12:00 AM,17/Feb/23 8:24 AM,Allianz,Incident Request (IR),DataSets\in_progress_PI6.1.csv,PI6.1
59,CI-7669,426820,Closed,yutaka.yasumi,09/Nov/22 11:15 AM,16/Nov/22 12:00 AM,24/Jan/23 12:40 PM,Burda,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
60,CI-7604,423551,Closed,nsanchezruiz,26/Oct/22 1:11 PM,26/Oct/22 12:00 AM,22/Feb/23 4:04 PM,Rewe Group,Incident Request (IR),DataSets\in_progress_PI6.1.csv,PI6.1
61,CI-7597,423336,Closed,ssanz,25/Oct/22 4:47 PM,01/Nov/22 12:00 AM,07/Feb/23 9:04 AM,DER,Incident Request (IR),DataSets\in_progress_PI6.1.csv,PI6.1
62,CI-7576,421964,Closed,ssanz,18/Oct/22 5:56 PM,25/Oct/22 12:00 AM,17/Jan/23 1:07 PM,Ineos,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
63,CI-7563,421362,Closed,ssanz,14/Oct/22 2:05 PM,21/Oct/22 12:00 AM,23/Feb/23 11:52 AM,Egis,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
64,CI-7550,420892,Closed,yutaka.yasumi,12/Oct/22 5:05 PM,19/Oct/22 12:00 AM,04/Apr/23 4:34 PM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
65,CI-7495,418725,Closed,askarja,04/Oct/22 10:13 PM,12/Oct/22 12:00 AM,24/Jan/23 3:35 PM,TUI AG,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
66,CI-7489,418470,Closed,askarja,04/Oct/22 7:45 AM,11/Oct/22 12:00 AM,23/Mar/23 1:55 PM,Burda,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
67,CI-7486,418256,Closed,yutaka.yasumi,03/Oct/22 6:41 AM,10/Oct/22 12:00 AM,31/Mar/23 2:37 AM,Continental,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
68,CI-7475,417874,Closed,nsanchezruiz,29/Sep/22 1:35 PM,10/Oct/22 12:00 AM,15/Feb/23 2:50 PM,OBB,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
69,CI-7409,414401,Closed,askarja,15/Sep/22 3:13 AM,22/Sep/22 12:00 AM,24/Jan/23 10:37 AM,Porsche,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
70,CI-7393,413617,Closed,askarja,11/Sep/22 11:39 PM,19/Sep/22 12:00 AM,24/Jan/23 10:37 AM,Eberspacher,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
71,CI-7392,413615,Closed,askarja,11/Sep/22 11:10 PM,19/Sep/22 12:00 AM,24/Jan/23 10:36 AM,Rheinmetall,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
72,CI-7375,411778,Closed,debert,01/Sep/22 12:49 PM,15/Sep/22 12:00 AM,27/Jan/23 11:47 AM,OBB,Incident Request (IR),DataSets\in_progress_PI6.1.csv,PI6.1
73,CI-7373,411758,Closed,debert,01/Sep/22 12:11 PM,15/Sep/22 12:00 AM,13/Feb/23 6:41 AM,OBB,Incident Request (IR),DataSets\in_progress_PI6.1.csv,PI6.1
74,CI-7365,411330,Closed,askarja,30/Aug/22 9:48 PM,14/Sep/22 12:00 AM,24/Jan/23 10:35 AM,Rheinmetall,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
75,CI-7253,408597,Explain,ssanz,16/Aug/22 2:54 PM,09/Dec/22 12:00 AM,,OBB,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
76,CI-7235,408302,Closed,askarja,13/Aug/22 1:35 PM,06/Sep/22 12:00 AM,24/Jan/23 10:30 AM,Rheinmetall,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
77,CI-7229,407702,Closed,ssanz,10/Aug/22 12:43 PM,17/Aug/22 12:00 AM,17/Jan/23 3:55 PM,Vaillant,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
78,CI-7227,407574,Closed,askarja,10/Aug/22 12:39 AM,30/Sep/22 12:00 AM,24/Jan/23 11:52 AM,Rheinmetall,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
79,CI-7226,407535,Closed,,09/Aug/22 3:05 PM,16/Aug/22 12:00 AM,18/Jan/23 6:29 AM,Porsche,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
80,CI-7221,407289,Closed,askarja,08/Aug/22 11:50 PM,15/Aug/22 12:00 AM,24/Jan/23 10:31 AM,Audi,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
81,CI-7205,406532,Closed,nsanchezruiz,04/Aug/22 11:54 AM,02/May/23 12:00 AM,10/Apr/23 8:47 AM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
82,CI-7178,405141,Closed,askarja,27/Jul/22 4:18 PM,03/Aug/22 12:00 AM,24/Jan/23 10:32 AM,msg systems,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
83,CI-7167,404691,Closed,askarja,25/Jul/22 1:03 PM,01/Aug/22 12:00 AM,24/Jan/23 10:34 AM,Rheinmetall,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
84,CI-7156,403721,Closed,askarja,19/Jul/22 6:23 PM,26/Jul/22 12:00 AM,27/Jan/23 8:00 PM,Traton SE,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
85,CI-7080,401042,Closed,ssanz,05/Jul/22 4:41 PM,08/Jul/22 12:00 AM,24/Jan/23 10:14 AM,CEPSA,Incident Request (IR),DataSets\in_progress_PI6.1.csv,PI6.1
86,CI-7029,398756,Closed,askarja,23/Jun/22 2:32 PM,30/Jun/22 12:00 AM,27/Jan/23 7:55 PM,TeamBank AG,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
87,CI-6926,393799,Closed,,25/May/22 12:42 PM,12/Jul/22 12:00 AM,27/Jan/23 7:53 PM,Aquila Capital,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
88,CI-6911,393585,Closed,,24/May/22 3:11 PM,11/Aug/22 12:00 AM,24/Jan/23 10:33 AM,VW,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
89,CI-6901,393357,Closed,,23/May/22 1:21 PM,30/May/22 12:00 AM,21/Mar/23 1:06 PM,Porsche,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
90,CI-6825,389774,Closed,,11/May/22 11:16 AM,16/May/22 12:00 AM,24/Jan/23 12:32 PM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI6.1.csv,PI6.1
0,CI-8071,444032,Closed,yutaka.yasumi,27/Jan/23 2:43 AM,31/Jan/23 12:00 AM,10/Mar/23 8:02 AM,Vaillant,Incident Request (IR),DataSets\in_progress_PI6.2.csv,PI6.2
1,CI-8063,443892,Closed,ccasper,26/Jan/23 2:34 PM,01/Feb/23 12:00 AM,01/Feb/23 9:42 AM,Egis,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
2,CI-8057,443742,Closed,yutaka.yasumi,26/Jan/23 7:23 AM,31/Jan/23 12:00 AM,30/Jan/23 2:07 AM,Heidelberg Cement,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
3,CI-8055,443734,Closed,yutaka.yasumi,26/Jan/23 3:10 AM,31/Jan/23 12:00 AM,14/Mar/23 2:18 AM,Eberspacher,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
4,CI-8054,443576,Closed,tsteinhaeuser,25/Jan/23 10:54 AM,01/Feb/23 12:00 AM,10/Feb/23 9:53 AM,Expense Development,Incident Request (IR),DataSets\in_progress_PI6.2.csv,PI6.2
5,CI-8052,443529,Closed,yutaka.yasumi,25/Jan/23 9:22 AM,31/Jan/23 12:00 AM,17/Mar/23 12:58 AM,Porsche,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
6,CI-8051,443518,Closed,yutaka.yasumi,25/Jan/23 8:52 AM,27/Jan/23 12:00 AM,10/Feb/23 7:11 AM,Daimler (MFTBC),Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
7,CI-8048,443357,Closed,nsanchezruiz,24/Jan/23 1:34 PM,06/Feb/23 12:00 AM,03/Apr/23 3:44 PM,msg systems,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
8,CI-8047,443341,Closed,alejandro.ruizrobles,24/Jan/23 12:33 PM,31/Jan/23 12:00 AM,09/Feb/23 5:16 PM,Numiga,SR - Partner,DataSets\in_progress_PI6.2.csv,PI6.2
9,CI-8046,443331,Closed,nsanchezruiz,24/Jan/23 12:24 PM,31/Jan/23 12:00 AM,14/Mar/23 4:18 PM,Porsche,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
10,CI-8041,443211,Closed,yutaka.yasumi,24/Jan/23 5:46 AM,31/Jan/23 12:00 AM,10/Mar/23 8:05 AM,Rewe Group,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
11,CI-8040,443165,Closed,ccasper,23/Jan/23 4:42 PM,31/Jan/23 12:00 AM,03/Feb/23 11:44 AM,Allianz,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
12,CI-8039,443101,Closed,alejandro.ruizrobles,23/Jan/23 1:30 PM,31/Jan/23 12:00 AM,31/Jan/23 5:57 PM,Numiga,SR - Partner,DataSets\in_progress_PI6.2.csv,PI6.2
13,CI-8033,442712,Closed,nsanchezruiz,19/Jan/23 4:18 PM,30/Jan/23 12:00 AM,31/Jan/23 2:37 PM,ArcelorMittal,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
14,CI-8023,441964,Closed,alejandro.ruizrobles,17/Jan/23 10:11 AM,27/Jan/23 12:00 AM,31/Jan/23 12:41 PM,ProcurX,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
15,CI-8015,441601,Closed,yutaka.yasumi,16/Jan/23 2:20 AM,23/Jan/23 12:00 AM,08/Feb/23 2:50 AM,Grupo Red Electrica,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
16,CI-8011,441392,Closed,yutaka.yasumi,13/Jan/23 11:49 AM,18/Jan/23 12:00 AM,30/Jan/23 2:44 AM,Munckhof,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
17,CI-8008,441342,Closed,nsanchezruiz,13/Jan/23 10:16 AM,18/Jan/23 12:00 AM,23/Feb/23 8:43 AM,Egis,Incident Request (IR),DataSets\in_progress_PI6.2.csv,PI6.2
18,CI-8006,441299,Closed,yutaka.yasumi,13/Jan/23 7:58 AM,17/Jan/23 12:00 AM,04/Apr/23 4:32 PM,Porsche,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
19,CI-8003,441150,Closed,yutaka.yasumi,12/Jan/23 12:20 PM,19/Jan/23 12:00 AM,02/Feb/23 2:00 AM,apoBank,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
20,CI-8002,441123,Closed,yutaka.yasumi,12/Jan/23 11:35 AM,19/Jan/23 12:00 AM,10/Feb/23 7:12 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
21,CI-7996,440995,Closed,yutaka.yasumi,12/Jan/23 5:39 AM,19/Jan/23 12:00 AM,30/Jan/23 2:42 AM,Apleona,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
22,CI-7994,440981,Closed,yutaka.yasumi,12/Jan/23 5:04 AM,19/Jan/23 12:00 AM,08/Feb/23 2:51 AM,Grupo Red Electrica,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
23,CI-7993,440978,Closed,yutaka.yasumi,12/Jan/23 4:48 AM,19/Jan/23 12:00 AM,06/Feb/23 1:51 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
24,CI-7990,440916,Closed,alejandro.ruizrobles,11/Jan/23 4:50 PM,18/Jan/23 12:00 AM,08/Mar/23 4:45 PM,Numiga,SR - Partner,DataSets\in_progress_PI6.2.csv,PI6.2
25,CI-7981,440603,Closed,yutaka.yasumi,11/Jan/23 2:03 AM,18/Jan/23 12:00 AM,10/Feb/23 7:13 AM,Vaillant,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
26,CI-7978,440139,Closed,nsanchezruiz,10/Jan/23 9:18 AM,17/Jan/23 12:00 AM,30/Jan/23 12:50 PM,Burda,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
27,CI-7970,439508,Closed,yutaka.yasumi,06/Jan/23 4:38 AM,13/Jan/23 12:00 AM,10/Feb/23 7:13 AM,Amadeus,Incident Request (IR),DataSets\in_progress_PI6.2.csv,PI6.2
28,CI-7969,439500,Closed,yutaka.yasumi,06/Jan/23 1:44 AM,13/Jan/23 12:00 AM,30/Jan/23 2:46 AM,Eberspacher,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
29,CI-7963,439220,Closed,yutaka.yasumi,05/Jan/23 4:38 AM,12/Jan/23 12:00 AM,30/Jan/23 2:46 AM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
30,CI-7962,439217,Closed,yutaka.yasumi,05/Jan/23 3:49 AM,12/Jan/23 12:00 AM,20/Feb/23 5:17 AM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
31,CI-7940,438429,Closed,ssanz,30/Dec/22 10:21 AM,06/Jan/23 12:00 AM,17/Feb/23 8:26 AM,Heidelberg Cement,Incident Request (IR),DataSets\in_progress_PI6.2.csv,PI6.2
32,CI-7923,437910,Closed,ssanz,22/Dec/22 2:17 PM,01/Mar/23 12:00 AM,02/Mar/23 11:57 AM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
33,CI-7915,437749,Closed,ssanz,21/Dec/22 3:20 PM,28/Dec/22 12:00 AM,14/Feb/23 12:42 PM,Porsche,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
34,CI-7912,437698,Closed,ssanz,21/Dec/22 1:07 PM,28/Dec/22 12:00 AM,15/Feb/23 11:23 AM,Continental,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
35,CI-7910,437680,Closed,ssanz,21/Dec/22 12:20 PM,28/Dec/22 12:00 AM,16/Feb/23 1:49 PM,Enercon,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
36,CI-7909,437653,Closed,ssanz,21/Dec/22 11:46 AM,28/Dec/22 12:00 AM,17/Mar/23 8:55 AM,Continental,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
37,CI-7906,437493,Closed,yutaka.yasumi,21/Dec/22 4:10 AM,23/Dec/22 12:00 AM,30/Jan/23 2:50 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
38,CI-7904,437478,Verify,ssanz,20/Dec/22 5:24 PM,26/Dec/22 12:00 AM,,Bentley,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
39,CI-7900,437096,Closed,ssanz,19/Dec/22 3:44 PM,26/Dec/22 12:00 AM,05/Apr/23 1:07 PM,Allianz,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
40,CI-7895,436853,Closed,nsanchezruiz,19/Dec/22 10:18 AM,02/Jan/23 12:00 AM,23/Feb/23 1:17 PM,Osram,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
41,CI-7894,436761,Closed,yutaka.yasumi,19/Dec/22 7:29 AM,23/Dec/22 12:00 AM,10/Feb/23 7:15 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
